ID,NAME,LAT,LONG,ELEVATION
0,pcp-75.55-0.15,-0.15,-75.55,218
1,pcp-75.25-0.15,-0.15,-75.25,223
2,pcp-75.15-0.15,-0.15,-75.15,213
3,pcp-75.05-0.15,-0.15,-75.05,203
4,pcp-75.45-0.25,-0.25,-75.45,223
5,pcp-75.35-0.25,-0.25,-75.35,226
6,pcp-75.25-0.25,-0.25,-75.25,229
7,pcp-75.15-0.25,-0.25,-75.15,215
8,pcp-75.05-0.25,-0.25,-75.05,223
9,pcp-74.95-0.25,-0.25,-74.95,195
10,pcp-74.85-0.25,-0.25,-74.85,198
11,pcp-74.75-0.25,-0.25,-74.75,181
12,pcp-75.35-0.35,-0.35,-75.35,210
13,pcp-75.25-0.35,-0.35,-75.25,223
14,pcp-75.15-0.35,-0.35,-75.15,222
15,pcp-75.05-0.35,-0.35,-75.05,215
16,pcp-74.95-0.35,-0.35,-74.95,219
17,pcp-74.85-0.35,-0.35,-74.85,200
18,pcp-74.75-0.35,-0.35,-74.75,184
19,pcp-75.35-0.45,-0.45,-75.35,181
20,pcp-75.25-0.45,-0.45,-75.25,208
21,pcp-75.15-0.45,-0.45,-75.15,221
22,pcp-75.05-0.45,-0.45,-75.05,216
23,pcp-74.95-0.45,-0.45,-74.95,212
24,pcp-74.85-0.45,-0.45,-74.85,186
25,pcp-74.75-0.45,-0.45,-74.75,213
26,pcp-74.65-0.45,-0.45,-74.65,210
27,pcp-74.55-0.45,-0.45,-74.55,182
28,pcp-75.15-0.55,-0.55,-75.15,208
29,pcp-75.05-0.55,-0.55,-75.05,217
30,pcp-74.95-0.55,-0.55,-74.95,220
31,pcp-74.85-0.55,-0.55,-74.85,201
32,pcp-74.75-0.55,-0.55,-74.75,195
33,pcp-74.65-0.55,-0.55,-74.65,195
34,pcp-74.55-0.55,-0.55,-74.55,200
35,pcp-74.45-0.55,-0.55,-74.45,189
36,pcp-75.25-0.65,-0.65,-75.25,205
37,pcp-75.15-0.65,-0.65,-75.15,219
38,pcp-75.05-0.65,-0.65,-75.05,218
39,pcp-74.95-0.65,-0.65,-74.95,202
40,pcp-74.85-0.65,-0.65,-74.85,199
41,pcp-74.75-0.65,-0.65,-74.75,187
42,pcp-74.65-0.65,-0.65,-74.65,182
43,pcp-74.55-0.65,-0.65,-74.55,204
44,pcp-74.45-0.65,-0.65,-74.45,180
45,pcp-75.25-0.75,-0.75,-75.25,193
46,pcp-75.15-0.75,-0.75,-75.15,240
47,pcp-75.05-0.75,-0.75,-75.05,227
48,pcp-74.95-0.75,-0.75,-74.95,210
49,pcp-74.85-0.75,-0.75,-74.85,193
50,pcp-74.75-0.75,-0.75,-74.75,188
51,pcp-74.65-0.75,-0.75,-74.65,170
52,pcp-74.55-0.75,-0.75,-74.55,190
53,pcp-74.45-0.75,-0.75,-74.45,190
54,pcp-75.15-0.85,-0.85,-75.15,224
55,pcp-75.05-0.85,-0.85,-75.05,201
56,pcp-74.95-0.85,-0.85,-74.95,223
57,pcp-74.85-0.85,-0.85,-74.85,197
58,pcp-74.75-0.85,-0.85,-74.75,196
59,pcp-74.65-0.85,-0.85,-74.65,193
60,pcp-74.55-0.85,-0.85,-74.55,190
61,pcp-74.45-0.85,-0.85,-74.45,180
62,pcp-74.35-0.85,-0.85,-74.35,169
63,pcp-75.35-0.95,-0.95,-75.35,175
64,pcp-75.15-0.95,-0.95,-75.15,194
65,pcp-75.05-0.95,-0.95,-75.05,225
66,pcp-74.95-0.95,-0.95,-74.95,212
67,pcp-74.85-0.95,-0.95,-74.85,208
68,pcp-74.75-0.95,-0.95,-74.75,221
69,pcp-74.65-0.95,-0.95,-74.65,191
70,pcp-74.55-0.95,-0.95,-74.55,198
71,pcp-74.45-0.95,-0.95,-74.45,178
72,pcp-74.35-0.95,-0.95,-74.35,189
73,pcp-75.35-1.05,-1.05,-75.35,199
74,pcp-75.25-1.05,-1.05,-75.25,189
75,pcp-75.15-1.05,-1.05,-75.15,187
76,pcp-75.05-1.05,-1.05,-75.05,184
77,pcp-74.95-1.05,-1.05,-74.95,221
78,pcp-74.85-1.05,-1.05,-74.85,195
79,pcp-74.75-1.05,-1.05,-74.75,220
80,pcp-74.65-1.05,-1.05,-74.65,207
81,pcp-74.55-1.05,-1.05,-74.55,219
82,pcp-74.45-1.05,-1.05,-74.45,192
83,pcp-74.35-1.05,-1.05,-74.35,183
84,pcp-74.25-1.05,-1.05,-74.25,183
85,pcp-74.15-1.05,-1.05,-74.15,171
86,pcp-74.05-1.05,-1.05,-74.05,149
87,pcp-75.35-1.15,-1.15,-75.35,202
88,pcp-75.25-1.15,-1.15,-75.25,243
89,pcp-75.15-1.15,-1.15,-75.15,205
90,pcp-75.05-1.15,-1.15,-75.05,196
91,pcp-74.95-1.15,-1.15,-74.95,180
92,pcp-74.85-1.15,-1.15,-74.85,208
93,pcp-74.75-1.15,-1.15,-74.75,204
94,pcp-74.65-1.15,-1.15,-74.65,212
95,pcp-74.55-1.15,-1.15,-74.55,193
96,pcp-74.45-1.15,-1.15,-74.45,194
97,pcp-74.35-1.15,-1.15,-74.35,169
98,pcp-74.25-1.15,-1.15,-74.25,200
99,pcp-74.15-1.15,-1.15,-74.15,178
100,pcp-74.05-1.15,-1.15,-74.05,175
101,pcp-73.95-1.15,-1.15,-73.95,169
102,pcp-75.45-1.25,-1.25,-75.45,222
103,pcp-75.35-1.25,-1.25,-75.35,258
104,pcp-75.25-1.25,-1.25,-75.25,192
105,pcp-75.15-1.25,-1.25,-75.15,214
106,pcp-75.05-1.25,-1.25,-75.05,202
107,pcp-74.95-1.25,-1.25,-74.95,185
108,pcp-74.85-1.25,-1.25,-74.85,172
109,pcp-74.75-1.25,-1.25,-74.75,206
110,pcp-74.65-1.25,-1.25,-74.65,190
111,pcp-74.55-1.25,-1.25,-74.55,213
112,pcp-74.45-1.25,-1.25,-74.45,211
113,pcp-74.35-1.25,-1.25,-74.35,179
114,pcp-74.25-1.25,-1.25,-74.25,178
115,pcp-74.15-1.25,-1.25,-74.15,194
116,pcp-74.05-1.25,-1.25,-74.05,186
117,pcp-73.95-1.25,-1.25,-73.95,192
118,pcp-73.85-1.25,-1.25,-73.85,177
119,pcp-73.75-1.25,-1.25,-73.75,160
120,pcp-75.45-1.35,-1.35,-75.45,208
121,pcp-75.35-1.35,-1.35,-75.35,259
122,pcp-75.25-1.35,-1.35,-75.25,172
123,pcp-75.15-1.35,-1.35,-75.15,194
124,pcp-75.05-1.35,-1.35,-75.05,194
125,pcp-74.95-1.35,-1.35,-74.95,203
126,pcp-74.85-1.35,-1.35,-74.85,202
127,pcp-74.75-1.35,-1.35,-74.75,176
128,pcp-74.65-1.35,-1.35,-74.65,194
129,pcp-74.55-1.35,-1.35,-74.55,212
130,pcp-74.45-1.35,-1.35,-74.45,184
131,pcp-74.35-1.35,-1.35,-74.35,197
132,pcp-74.25-1.35,-1.35,-74.25,203
133,pcp-74.15-1.35,-1.35,-74.15,186
134,pcp-74.05-1.35,-1.35,-74.05,156
135,pcp-73.95-1.35,-1.35,-73.95,176
136,pcp-73.85-1.35,-1.35,-73.85,181
137,pcp-73.75-1.35,-1.35,-73.75,180
138,pcp-73.65-1.35,-1.35,-73.65,156
139,pcp-75.45-1.45,-1.45,-75.45,203
140,pcp-75.35-1.45,-1.45,-75.35,217
141,pcp-75.25-1.45,-1.45,-75.25,168
142,pcp-75.15-1.45,-1.45,-75.15,211
143,pcp-75.05-1.45,-1.45,-75.05,191
144,pcp-74.95-1.45,-1.45,-74.95,186
145,pcp-74.85-1.45,-1.45,-74.85,173
146,pcp-74.75-1.45,-1.45,-74.75,187
147,pcp-74.65-1.45,-1.45,-74.65,166
148,pcp-74.55-1.45,-1.45,-74.55,191
149,pcp-74.45-1.45,-1.45,-74.45,178
150,pcp-74.35-1.45,-1.45,-74.35,205
151,pcp-74.25-1.45,-1.45,-74.25,201
152,pcp-74.15-1.45,-1.45,-74.15,192
153,pcp-74.05-1.45,-1.45,-74.05,185
154,pcp-73.95-1.45,-1.45,-73.95,187
155,pcp-73.85-1.45,-1.45,-73.85,162
156,pcp-73.75-1.45,-1.45,-73.75,158
157,pcp-73.65-1.45,-1.45,-73.65,174
158,pcp-73.55-1.45,-1.45,-73.55,150
159,pcp-75.55-1.55,-1.55,-75.55,180
160,pcp-75.45-1.55,-1.55,-75.45,171
161,pcp-75.35-1.55,-1.55,-75.35,154
162,pcp-75.25-1.55,-1.55,-75.25,228
163,pcp-75.15-1.55,-1.55,-75.15,195
164,pcp-75.05-1.55,-1.55,-75.05,185
165,pcp-74.95-1.55,-1.55,-74.95,179
166,pcp-74.85-1.55,-1.55,-74.85,189
167,pcp-74.75-1.55,-1.55,-74.75,161
168,pcp-74.65-1.55,-1.55,-74.65,167
169,pcp-74.55-1.55,-1.55,-74.55,192
170,pcp-74.45-1.55,-1.55,-74.45,207
171,pcp-74.35-1.55,-1.55,-74.35,157
172,pcp-74.25-1.55,-1.55,-74.25,164
173,pcp-74.15-1.55,-1.55,-74.15,170
174,pcp-74.05-1.55,-1.55,-74.05,190
175,pcp-73.95-1.55,-1.55,-73.95,178
176,pcp-73.85-1.55,-1.55,-73.85,152
177,pcp-73.75-1.55,-1.55,-73.75,141
178,pcp-73.65-1.55,-1.55,-73.65,150
179,pcp-73.55-1.55,-1.55,-73.55,149
180,pcp-75.65-1.65,-1.65,-75.65,213
181,pcp-75.55-1.65,-1.65,-75.55,221
182,pcp-75.45-1.65,-1.65,-75.45,193
183,pcp-75.35-1.65,-1.65,-75.35,201
184,pcp-75.25-1.65,-1.65,-75.25,193
185,pcp-75.15-1.65,-1.65,-75.15,162
186,pcp-75.05-1.65,-1.65,-75.05,192
187,pcp-74.95-1.65,-1.65,-74.95,179
188,pcp-74.85-1.65,-1.65,-74.85,181
189,pcp-74.75-1.65,-1.65,-74.75,154
190,pcp-74.65-1.65,-1.65,-74.65,158
191,pcp-74.55-1.65,-1.65,-74.55,193
192,pcp-74.45-1.65,-1.65,-74.45,196
193,pcp-74.35-1.65,-1.65,-74.35,200
194,pcp-74.25-1.65,-1.65,-74.25,172
195,pcp-74.15-1.65,-1.65,-74.15,161
196,pcp-74.05-1.65,-1.65,-74.05,181
197,pcp-73.95-1.65,-1.65,-73.95,185
198,pcp-73.85-1.65,-1.65,-73.85,177
199,pcp-73.75-1.65,-1.65,-73.75,190
200,pcp-73.65-1.65,-1.65,-73.65,162
201,pcp-73.55-1.65,-1.65,-73.55,148
202,pcp-75.65-1.75,-1.75,-75.65,229
203,pcp-75.55-1.75,-1.75,-75.55,247
204,pcp-75.45-1.75,-1.75,-75.45,224
205,pcp-75.35-1.75,-1.75,-75.35,216
206,pcp-75.25-1.75,-1.75,-75.25,251
207,pcp-75.15-1.75,-1.75,-75.15,188
208,pcp-75.05-1.75,-1.75,-75.05,162
209,pcp-74.95-1.75,-1.75,-74.95,191
210,pcp-74.85-1.75,-1.75,-74.85,204
211,pcp-74.75-1.75,-1.75,-74.75,179
212,pcp-74.65-1.75,-1.75,-74.65,166
213,pcp-74.55-1.75,-1.75,-74.55,177
214,pcp-74.45-1.75,-1.75,-74.45,176
215,pcp-74.35-1.75,-1.75,-74.35,177
216,pcp-74.25-1.75,-1.75,-74.25,196
217,pcp-74.15-1.75,-1.75,-74.15,174
218,pcp-74.05-1.75,-1.75,-74.05,143
219,pcp-73.95-1.75,-1.75,-73.95,144
220,pcp-73.85-1.75,-1.75,-73.85,166
221,pcp-73.75-1.75,-1.75,-73.75,177
222,pcp-73.65-1.75,-1.75,-73.65,175
223,pcp-73.55-1.75,-1.75,-73.55,164
224,pcp-73.45-1.75,-1.75,-73.45,128
225,pcp-75.75-1.85,-1.85,-75.75,227
226,pcp-75.65-1.85,-1.85,-75.65,220
227,pcp-75.55-1.85,-1.85,-75.55,219
228,pcp-75.45-1.85,-1.85,-75.45,272
229,pcp-75.35-1.85,-1.85,-75.35,217
230,pcp-75.25-1.85,-1.85,-75.25,183
231,pcp-75.15-1.85,-1.85,-75.15,192
232,pcp-75.05-1.85,-1.85,-75.05,167
233,pcp-74.95-1.85,-1.85,-74.95,200
234,pcp-74.85-1.85,-1.85,-74.85,188
235,pcp-74.75-1.85,-1.85,-74.75,164
236,pcp-74.65-1.85,-1.85,-74.65,139
237,pcp-74.55-1.85,-1.85,-74.55,157
238,pcp-74.45-1.85,-1.85,-74.45,177
239,pcp-74.35-1.85,-1.85,-74.35,196
240,pcp-74.25-1.85,-1.85,-74.25,189
241,pcp-74.15-1.85,-1.85,-74.15,161
242,pcp-74.05-1.85,-1.85,-74.05,195
243,pcp-73.95-1.85,-1.85,-73.95,134
244,pcp-73.85-1.85,-1.85,-73.85,173
245,pcp-73.75-1.85,-1.85,-73.75,166
246,pcp-73.65-1.85,-1.85,-73.65,169
247,pcp-73.55-1.85,-1.85,-73.55,177
248,pcp-73.45-1.85,-1.85,-73.45,171
249,pcp-73.35-1.85,-1.85,-73.35,158
250,pcp-73.25-1.85,-1.85,-73.25,144
251,pcp-75.85-1.95,-1.95,-75.85,219
252,pcp-75.75-1.95,-1.95,-75.75,208
253,pcp-75.65-1.95,-1.95,-75.65,210
254,pcp-75.55-1.95,-1.95,-75.55,208
255,pcp-75.45-1.95,-1.95,-75.45,198
256,pcp-75.35-1.95,-1.95,-75.35,214
257,pcp-75.25-1.95,-1.95,-75.25,176
258,pcp-75.15-1.95,-1.95,-75.15,252
259,pcp-75.05-1.95,-1.95,-75.05,172
260,pcp-74.95-1.95,-1.95,-74.95,161
261,pcp-74.85-1.95,-1.95,-74.85,190
262,pcp-74.75-1.95,-1.95,-74.75,211
263,pcp-74.65-1.95,-1.95,-74.65,199
264,pcp-74.55-1.95,-1.95,-74.55,149
265,pcp-74.45-1.95,-1.95,-74.45,150
266,pcp-74.35-1.95,-1.95,-74.35,163
267,pcp-74.25-1.95,-1.95,-74.25,186
268,pcp-74.15-1.95,-1.95,-74.15,196
269,pcp-74.05-1.95,-1.95,-74.05,185
270,pcp-73.95-1.95,-1.95,-73.95,147
271,pcp-73.85-1.95,-1.95,-73.85,187
272,pcp-73.75-1.95,-1.95,-73.75,171
273,pcp-73.65-1.95,-1.95,-73.65,173
274,pcp-73.55-1.95,-1.95,-73.55,165
275,pcp-73.45-1.95,-1.95,-73.45,151
276,pcp-73.35-1.95,-1.95,-73.35,161
277,pcp-73.25-1.95,-1.95,-73.25,142
278,pcp-73.15-1.95,-1.95,-73.15,142
279,pcp-75.95-2.05,-2.05,-75.95,224
280,pcp-75.85-2.05,-2.05,-75.85,232
281,pcp-75.75-2.05,-2.05,-75.75,217
282,pcp-75.65-2.05,-2.05,-75.65,207
283,pcp-75.55-2.05,-2.05,-75.55,189
284,pcp-75.45-2.05,-2.05,-75.45,223
285,pcp-75.35-2.05,-2.05,-75.35,209
286,pcp-75.25-2.05,-2.05,-75.25,210
287,pcp-75.15-2.05,-2.05,-75.15,171
288,pcp-75.05-2.05,-2.05,-75.05,198
289,pcp-74.95-2.05,-2.05,-74.95,175
290,pcp-74.85-2.05,-2.05,-74.85,146
291,pcp-74.75-2.05,-2.05,-74.75,158
292,pcp-74.65-2.05,-2.05,-74.65,193
293,pcp-74.55-2.05,-2.05,-74.55,196
294,pcp-74.45-2.05,-2.05,-74.45,162
295,pcp-74.35-2.05,-2.05,-74.35,156
296,pcp-74.25-2.05,-2.05,-74.25,145
297,pcp-74.15-2.05,-2.05,-74.15,162
298,pcp-74.05-2.05,-2.05,-74.05,176
299,pcp-73.95-2.05,-2.05,-73.95,142
300,pcp-73.85-2.05,-2.05,-73.85,171
301,pcp-73.75-2.05,-2.05,-73.75,170
302,pcp-73.65-2.05,-2.05,-73.65,168
303,pcp-73.55-2.05,-2.05,-73.55,176
304,pcp-73.45-2.05,-2.05,-73.45,156
305,pcp-73.35-2.05,-2.05,-73.35,156
306,pcp-73.25-2.05,-2.05,-73.25,128
307,pcp-73.15-2.05,-2.05,-73.15,135
308,pcp-76.05-2.15,-2.15,-76.05,199
309,pcp-75.95-2.15,-2.15,-75.95,206
310,pcp-75.85-2.15,-2.15,-75.85,210
311,pcp-75.75-2.15,-2.15,-75.75,230
312,pcp-75.65-2.15,-2.15,-75.65,194
313,pcp-75.55-2.15,-2.15,-75.55,227
314,pcp-75.45-2.15,-2.15,-75.45,206
315,pcp-75.35-2.15,-2.15,-75.35,193
316,pcp-75.25-2.15,-2.15,-75.25,224
317,pcp-75.15-2.15,-2.15,-75.15,190
318,pcp-75.05-2.15,-2.15,-75.05,170
319,pcp-74.95-2.15,-2.15,-74.95,158
320,pcp-74.85-2.15,-2.15,-74.85,177
321,pcp-74.75-2.15,-2.15,-74.75,171
322,pcp-74.65-2.15,-2.15,-74.65,150
323,pcp-74.55-2.15,-2.15,-74.55,147
324,pcp-74.45-2.15,-2.15,-74.45,188
325,pcp-74.35-2.15,-2.15,-74.35,152
326,pcp-74.25-2.15,-2.15,-74.25,143
327,pcp-74.15-2.15,-2.15,-74.15,126
328,pcp-74.05-2.15,-2.15,-74.05,173
329,pcp-73.95-2.15,-2.15,-73.95,168
330,pcp-73.85-2.15,-2.15,-73.85,133
331,pcp-73.75-2.15,-2.15,-73.75,184
332,pcp-73.65-2.15,-2.15,-73.65,152
333,pcp-73.55-2.15,-2.15,-73.55,170
334,pcp-73.45-2.15,-2.15,-73.45,169
335,pcp-73.35-2.15,-2.15,-73.35,157
336,pcp-73.25-2.15,-2.15,-73.25,144
337,pcp-73.15-2.15,-2.15,-73.15,136
338,pcp-71.75-2.15,-2.15,-71.75,86
339,pcp-76.15-2.25,-2.25,-76.15,221
340,pcp-76.05-2.25,-2.25,-76.05,185
341,pcp-75.95-2.25,-2.25,-75.95,179
342,pcp-75.85-2.25,-2.25,-75.85,204
343,pcp-75.75-2.25,-2.25,-75.75,215
344,pcp-75.65-2.25,-2.25,-75.65,230
345,pcp-75.55-2.25,-2.25,-75.55,201
346,pcp-75.45-2.25,-2.25,-75.45,193
347,pcp-75.35-2.25,-2.25,-75.35,187
348,pcp-75.25-2.25,-2.25,-75.25,185
349,pcp-75.15-2.25,-2.25,-75.15,226
350,pcp-75.05-2.25,-2.25,-75.05,184
351,pcp-74.95-2.25,-2.25,-74.95,172
352,pcp-74.85-2.25,-2.25,-74.85,191
353,pcp-74.75-2.25,-2.25,-74.75,159
354,pcp-74.65-2.25,-2.25,-74.65,162
355,pcp-74.55-2.25,-2.25,-74.55,141
356,pcp-74.45-2.25,-2.25,-74.45,137
357,pcp-74.35-2.25,-2.25,-74.35,128
358,pcp-74.25-2.25,-2.25,-74.25,141
359,pcp-74.15-2.25,-2.25,-74.15,144
360,pcp-74.05-2.25,-2.25,-74.05,141
361,pcp-73.95-2.25,-2.25,-73.95,157
362,pcp-73.85-2.25,-2.25,-73.85,156
363,pcp-73.75-2.25,-2.25,-73.75,174
364,pcp-73.65-2.25,-2.25,-73.65,144
365,pcp-73.55-2.25,-2.25,-73.55,150
366,pcp-73.45-2.25,-2.25,-73.45,187
367,pcp-73.35-2.25,-2.25,-73.35,145
368,pcp-73.25-2.25,-2.25,-73.25,160
369,pcp-71.85-2.25,-2.25,-71.85,109
370,pcp-71.75-2.25,-2.25,-71.75,102
371,pcp-71.65-2.25,-2.25,-71.65,101
372,pcp-71.55-2.25,-2.25,-71.55,96
373,pcp-70.95-2.25,-2.25,-70.95,78
374,pcp-76.25-2.35,-2.35,-76.25,239
375,pcp-76.15-2.35,-2.35,-76.15,220
376,pcp-76.05-2.35,-2.35,-76.05,218
377,pcp-75.95-2.35,-2.35,-75.95,198
378,pcp-75.85-2.35,-2.35,-75.85,174
379,pcp-75.75-2.35,-2.35,-75.75,184
380,pcp-75.65-2.35,-2.35,-75.65,220
381,pcp-75.55-2.35,-2.35,-75.55,200
382,pcp-75.45-2.35,-2.35,-75.45,195
383,pcp-75.35-2.35,-2.35,-75.35,193
384,pcp-75.25-2.35,-2.35,-75.25,169
385,pcp-75.15-2.35,-2.35,-75.15,262
386,pcp-75.05-2.35,-2.35,-75.05,198
387,pcp-74.95-2.35,-2.35,-74.95,186
388,pcp-74.85-2.35,-2.35,-74.85,194
389,pcp-74.75-2.35,-2.35,-74.75,179
390,pcp-74.65-2.35,-2.35,-74.65,150
391,pcp-74.55-2.35,-2.35,-74.55,165
392,pcp-74.45-2.35,-2.35,-74.45,165
393,pcp-74.35-2.35,-2.35,-74.35,177
394,pcp-74.25-2.35,-2.35,-74.25,179
395,pcp-74.15-2.35,-2.35,-74.15,151
396,pcp-74.05-2.35,-2.35,-74.05,139
397,pcp-73.95-2.35,-2.35,-73.95,140
398,pcp-73.85-2.35,-2.35,-73.85,136
399,pcp-73.75-2.35,-2.35,-73.75,128
400,pcp-73.65-2.35,-2.35,-73.65,128
401,pcp-73.55-2.35,-2.35,-73.55,172
402,pcp-73.45-2.35,-2.35,-73.45,148
403,pcp-73.35-2.35,-2.35,-73.35,145
404,pcp-73.25-2.35,-2.35,-73.25,131
405,pcp-73.15-2.35,-2.35,-73.15,155
406,pcp-72.05-2.35,-2.35,-72.05,114
407,pcp-71.85-2.35,-2.35,-71.85,130
408,pcp-71.75-2.35,-2.35,-71.75,133
409,pcp-71.65-2.35,-2.35,-71.65,131
410,pcp-71.55-2.35,-2.35,-71.55,131
411,pcp-71.45-2.35,-2.35,-71.45,106
412,pcp-71.25-2.35,-2.35,-71.25,83
413,pcp-71.15-2.35,-2.35,-71.15,101
414,pcp-71.05-2.35,-2.35,-71.05,105
415,pcp-70.95-2.35,-2.35,-70.95,109
416,pcp-70.85-2.35,-2.35,-70.85,101
417,pcp-70.75-2.35,-2.35,-70.75,90
418,pcp-76.45-2.45,-2.45,-76.45,303
419,pcp-76.35-2.45,-2.45,-76.35,250
420,pcp-76.25-2.45,-2.45,-76.25,235
421,pcp-76.15-2.45,-2.45,-76.15,243
422,pcp-76.05-2.45,-2.45,-76.05,210
423,pcp-75.95-2.45,-2.45,-75.95,212
424,pcp-75.85-2.45,-2.45,-75.85,194
425,pcp-75.75-2.45,-2.45,-75.75,171
426,pcp-75.65-2.45,-2.45,-75.65,186
427,pcp-75.55-2.45,-2.45,-75.55,194
428,pcp-75.45-2.45,-2.45,-75.45,195
429,pcp-75.35-2.45,-2.45,-75.35,187
430,pcp-75.25-2.45,-2.45,-75.25,188
431,pcp-75.15-2.45,-2.45,-75.15,185
432,pcp-75.05-2.45,-2.45,-75.05,173
433,pcp-74.95-2.45,-2.45,-74.95,199
434,pcp-74.85-2.45,-2.45,-74.85,199
435,pcp-74.75-2.45,-2.45,-74.75,161
436,pcp-74.65-2.45,-2.45,-74.65,185
437,pcp-74.55-2.45,-2.45,-74.55,169
438,pcp-74.45-2.45,-2.45,-74.45,167
439,pcp-74.35-2.45,-2.45,-74.35,154
440,pcp-74.25-2.45,-2.45,-74.25,145
441,pcp-74.15-2.45,-2.45,-74.15,155
442,pcp-74.05-2.45,-2.45,-74.05,166
443,pcp-73.95-2.45,-2.45,-73.95,145
444,pcp-73.85-2.45,-2.45,-73.85,146
445,pcp-73.75-2.45,-2.45,-73.75,133
446,pcp-73.65-2.45,-2.45,-73.65,135
447,pcp-73.55-2.45,-2.45,-73.55,128
448,pcp-73.45-2.45,-2.45,-73.45,144
449,pcp-73.35-2.45,-2.45,-73.35,174
450,pcp-73.25-2.45,-2.45,-73.25,130
451,pcp-73.15-2.45,-2.45,-73.15,155
452,pcp-73.05-2.45,-2.45,-73.05,144
453,pcp-72.95-2.45,-2.45,-72.95,128
454,pcp-72.85-2.45,-2.45,-72.85,147
455,pcp-72.75-2.45,-2.45,-72.75,149
456,pcp-72.65-2.45,-2.45,-72.65,111
457,pcp-72.55-2.45,-2.45,-72.55,124
458,pcp-72.45-2.45,-2.45,-72.45,120
459,pcp-72.25-2.45,-2.45,-72.25,118
460,pcp-72.05-2.45,-2.45,-72.05,109
461,pcp-71.95-2.45,-2.45,-71.95,103
462,pcp-71.85-2.45,-2.45,-71.85,158
463,pcp-71.75-2.45,-2.45,-71.75,146
464,pcp-71.65-2.45,-2.45,-71.65,130
465,pcp-71.55-2.45,-2.45,-71.55,133
466,pcp-71.45-2.45,-2.45,-71.45,118
467,pcp-71.35-2.45,-2.45,-71.35,119
468,pcp-71.25-2.45,-2.45,-71.25,123
469,pcp-71.15-2.45,-2.45,-71.15,121
470,pcp-71.05-2.45,-2.45,-71.05,134
471,pcp-70.95-2.45,-2.45,-70.95,133
472,pcp-70.85-2.45,-2.45,-70.85,128
473,pcp-70.75-2.45,-2.45,-70.75,109
474,pcp-70.65-2.45,-2.45,-70.65,84
475,pcp-70.55-2.45,-2.45,-70.55,75
476,pcp-76.55-2.55,-2.55,-76.55,290
477,pcp-76.45-2.55,-2.55,-76.45,291
478,pcp-76.35-2.55,-2.55,-76.35,260
479,pcp-76.25-2.55,-2.55,-76.25,261
480,pcp-76.15-2.55,-2.55,-76.15,240
481,pcp-76.05-2.55,-2.55,-76.05,239
482,pcp-75.95-2.55,-2.55,-75.95,246
483,pcp-75.85-2.55,-2.55,-75.85,201
484,pcp-75.75-2.55,-2.55,-75.75,174
485,pcp-75.65-2.55,-2.55,-75.65,171
486,pcp-75.55-2.55,-2.55,-75.55,185
487,pcp-75.45-2.55,-2.55,-75.45,194
488,pcp-75.35-2.55,-2.55,-75.35,208
489,pcp-75.25-2.55,-2.55,-75.25,242
490,pcp-75.15-2.55,-2.55,-75.15,186
491,pcp-75.05-2.55,-2.55,-75.05,154
492,pcp-74.95-2.55,-2.55,-74.95,213
493,pcp-74.85-2.55,-2.55,-74.85,203
494,pcp-74.75-2.55,-2.55,-74.75,172
495,pcp-74.65-2.55,-2.55,-74.65,168
496,pcp-74.55-2.55,-2.55,-74.55,147
497,pcp-74.45-2.55,-2.55,-74.45,153
498,pcp-74.35-2.55,-2.55,-74.35,162
499,pcp-74.25-2.55,-2.55,-74.25,154
500,pcp-74.15-2.55,-2.55,-74.15,140
501,pcp-74.05-2.55,-2.55,-74.05,139
502,pcp-73.95-2.55,-2.55,-73.95,142
503,pcp-73.85-2.55,-2.55,-73.85,142
504,pcp-73.75-2.55,-2.55,-73.75,138
505,pcp-73.65-2.55,-2.55,-73.65,166
506,pcp-73.55-2.55,-2.55,-73.55,136
507,pcp-73.45-2.55,-2.55,-73.45,123
508,pcp-73.35-2.55,-2.55,-73.35,179
509,pcp-73.25-2.55,-2.55,-73.25,147
510,pcp-73.15-2.55,-2.55,-73.15,153
511,pcp-73.05-2.55,-2.55,-73.05,123
512,pcp-72.95-2.55,-2.55,-72.95,140
513,pcp-72.85-2.55,-2.55,-72.85,147
514,pcp-72.75-2.55,-2.55,-72.75,144
515,pcp-72.65-2.55,-2.55,-72.65,153
516,pcp-72.55-2.55,-2.55,-72.55,122
517,pcp-72.45-2.55,-2.55,-72.45,138
518,pcp-72.35-2.55,-2.55,-72.35,120
519,pcp-72.25-2.55,-2.55,-72.25,128
520,pcp-72.15-2.55,-2.55,-72.15,122
521,pcp-72.05-2.55,-2.55,-72.05,110
522,pcp-71.95-2.55,-2.55,-71.95,145
523,pcp-71.85-2.55,-2.55,-71.85,148
524,pcp-71.75-2.55,-2.55,-71.75,129
525,pcp-71.65-2.55,-2.55,-71.65,169
526,pcp-71.55-2.55,-2.55,-71.55,157
527,pcp-71.45-2.55,-2.55,-71.45,132
528,pcp-71.35-2.55,-2.55,-71.35,161
529,pcp-71.25-2.55,-2.55,-71.25,132
530,pcp-71.15-2.55,-2.55,-71.15,147
531,pcp-71.05-2.55,-2.55,-71.05,152
532,pcp-70.95-2.55,-2.55,-70.95,159
533,pcp-70.85-2.55,-2.55,-70.85,131
534,pcp-70.75-2.55,-2.55,-70.75,133
535,pcp-70.65-2.55,-2.55,-70.65,96
536,pcp-70.55-2.55,-2.55,-70.55,94
